chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.37950442,0.319908559,2072.237374,2494.880789,4687.718367,0.081559962,-13.90684179,103.6443302,3.544372131,20.09346506,6.749141581,5.675728849,4.319235691,11.83442883,0.39818835,9.893429167,-2.854575338,3.286064392,-1.094712359,0.397072189,-2.76519169,3.871313309,-2.420986518,3.98421804,-4.319387621,0.504740224,alternative
0.51053819,0.277475864,2546.49339,2566.588605,5291.097704,0.114707575,21.73706623,85.93270057,-18.28106681,18.83646377,13.93574797,10.33228773,2.709518546,9.924862683,-1.17921114,4.610772184,1.036148538,5.989027821,1.554872715,2.786733786,-7.777223491,1.901962118,-2.343682089,6.432047427,0.839097105,1.267121936,alternative
0.311201142,0.140138119,2007.278369,2064.242819,3975.773716,0.09772649,-124.8751499,109.8237763,-19.53628554,24.19968705,10.85193393,15.05499189,-7.034128963,5.430525313,-5.011697034,1.237657005,-5.765066874,-0.71895448,-11.33581332,-1.147546876,-8.130938171,-5.129953104,-12.21278773,-4.178120935,-5.45495698,-2.219747803,alternative
0.418322686,0.304520458,2784.171391,2733.241584,5881.961803,0.117176171,-41.0294813,60.82291059,11.74057942,31.1041453,9.420294803,13.9757942,9.00582773,6.452626563,-2.853056087,11.18460944,-0.290173579,5.443195658,-1.377610236,5.029845215,-1.452764459,1.056272591,-6.483873195,2.503371936,-6.381689418,-4.349633005,alternative
0.353943129,0.10463158,1930.372573,2413.996888,4239.118295,0.074273129,-143.8179191,108.8089933,13.51091092,19.53137067,-2.811650758,13.96137341,11.78508384,14.00478071,-0.748258264,-4.791419318,-8.566878658,7.196170729,-0.202415389,11.46873059,-3.773837689,-4.361094505,-5.286649702,-0.765994429,-10.65235779,-4.591082048,alternative
0.328475374,0.11126893,1757.59368,1954.145728,3480.634947,0.082410773,-130.7477865,138.4698474,-31.81963401,-1.019353619,-6.656848589,-4.695796541,-6.712259837,-4.798524377,-19.65143907,-7.768935589,-16.81821,-15.54964704,-10.91184457,-6.229672522,-7.975313095,-6.093976975,-9.994767586,-4.611400359,-11.49904473,-4.518298502,alternative
0.339377509,0.202609137,2053.538633,2248.321902,4245.863034,0.098594294,-36.62267472,108.6618236,-14.20005163,23.53081721,2.241941835,8.906362866,-1.778521257,0.64683486,-4.348931492,2.637679595,-6.629061995,0.491642175,-10.5907267,1.515328308,-6.976610199,-0.071416648,-5.951754292,-0.670462176,-10.6230123,1.880503848,alternative
0.353104457,0.320838451,2196.669356,2091.104093,4303.118373,0.116821572,32.01698184,100.6863843,-41.174507,20.61640081,-14.11425701,17.68449218,13.21919091,9.830763992,6.206128128,5.880568468,-4.357304495,2.271157366,-8.131839968,-2.075621001,-2.168783626,7.428058702,-0.645834525,4.260461649,-6.811441618,1.205822144,alternative
0.454609734,0.254072756,2059.368708,2023.090746,4172.470284,0.096536942,-21.83535315,102.423187,-33.93336301,63.24924574,0.678349032,17.8503077,3.594500643,4.676063809,3.848339221,6.853264086,-1.809070838,5.545220659,-4.484754808,-1.068984103,-5.034858696,4.833639471,-2.542790274,2.091429592,-2.735462515,7.456344782,alternative
0.432993876,0.271200657,2467.087692,2442.252836,5080.786756,0.122022731,-2.089944164,82.39385077,-15.58301009,30.53750603,3.316250838,7.009030007,4.477600237,15.09264519,-5.425296452,8.814011828,-3.757914798,-1.424378239,-0.848943339,5.26011136,2.504764125,5.346630082,-1.970791006,4.386507868,-1.674490438,0.630439431,alternative
0.38689677,0.199212119,2569.151777,2916.917383,6196.416514,0.091041229,-63.2973775,80.05860999,29.96568436,39.15622367,17.84962596,7.931197391,2.183401498,10.11482541,-5.463190233,7.095697179,-1.961586876,8.830393631,-6.429652724,-1.209537983,-3.137193524,1.0227433,-9.032591434,-0.03262196,-4.705506414,-3.815243806,alternative
0.337522992,0.097996354,2008.908446,2160.332618,4152.061204,0.091539706,-165.6999726,109.6726387,-3.297135864,31.90468683,-1.28728026,3.66349295,-5.328532096,-1.369103695,-13.84071132,3.179766543,-6.532293055,-0.243891353,-7.93336687,-1.829751155,-4.631433687,1.363154762,-8.089384359,-0.374715312,-5.635330005,-0.010630043,alternative
0.386167904,0.258975446,2353.516648,2684.710467,5454.120539,0.089498215,-23.69218701,96.15851849,14.93024593,18.44809582,8.499698188,13.03260929,-5.287804315,12.05182618,-1.263513299,9.582394037,0.373868036,5.342058864,-0.900568018,0.440447208,1.582783702,4.138574156,-4.248521606,2.777582507,-4.417263418,-0.309158731,alternative
0.414175409,0.205478936,2502.865144,2485.590179,5302.014188,0.129915667,-23.54275014,84.33288984,-11.99358945,28.4003032,1.791850671,16.58534709,-3.366572797,3.745997039,-4.161320929,4.366504668,-2.721915733,1.544977712,0.545204762,8.329890271,-6.807103171,-4.56357398,-7.200562166,3.037482552,-2.408285713,1.145174782,alternative
0.422676574,0.21204707,3156.232264,2970.836431,6794.999592,0.113092055,-33.91435807,51.56587605,0.931751154,30.28338653,15.76001412,12.6199283,7.639206169,9.709865456,2.785965956,9.2855503,0.239887146,4.586949058,-4.828209363,3.331651667,2.945346737,5.911744842,-4.470433309,-1.73302513,-7.05229465,-3.456159109,alternative
